series_id        	year	period	       value	footnote_codes
MPU4900023       	2005	A01	         4.0	
MPU4900023       	2006	A01	         3.5	
MPU4900023       	2007	A01	         2.4	
MPU4900023       	2008	A01	        -1.0	
MPU4900023       	2009	A01	        -3.5	
MPU4900023       	2010	A01	         3.3	
MPU4900023       	2011	A01	         1.9	
MPU4900023       	2012	A01	         3.1	
MPU4900023       	2013	A01	         2.5	
MPU4900023       	2014	A01	         3.2	
MPU4900023       	2015	A01	         3.8	
MPU4900023       	2016	A01	         1.9	
MPU4900023       	2017	A01	         2.7	
MPU4900023       	2018	A01	         3.5	
MPU4900023       	2019	A01	         2.5	
MPU4900023       	2020	A01	        -4.1	
MPU4900032       	1987	A01	      61.603	
MPU4900032       	1988	A01	      63.726	
MPU4900032       	1989	A01	      65.900	
MPU4900032       	1990	A01	      66.703	
MPU4900032       	1991	A01	      66.654	
MPU4900032       	1992	A01	      67.389	
MPU4900032       	1993	A01	      69.671	
MPU4900032       	1994	A01	      72.707	
MPU4900032       	1995	A01	      75.065	
MPU4900032       	1996	A01	      77.554	
MPU4900032       	1997	A01	      80.674	
MPU4900032       	1998	A01	      83.603	
MPU4900032       	1999	A01	      86.414	
MPU4900032       	2000	A01	      89.167	
MPU4900032       	2001	A01	      89.441	
MPU4900032       	2002	A01	      89.195	
MPU4900032       	2003	A01	      89.931	
MPU4900032       	2004	A01	      91.696	
MPU4900032       	2005	A01	      93.935	
MPU4900032       	2006	A01	      96.747	
MPU4900032       	2007	A01	      98.577	
MPU4900032       	2008	A01	      98.687	
MPU4900032       	2009	A01	      94.967	
MPU4900032       	2010	A01	      95.525	
MPU4900032       	2011	A01	      97.603	
MPU4900032       	2012	A01	     100.000	
MPU4900032       	2013	A01	     102.104	
MPU4900032       	2014	A01	     104.830	
MPU4900032       	2015	A01	     107.637	
MPU4900032       	2016	A01	     109.990	
MPU4900032       	2017	A01	     112.379	
MPU4900032       	2018	A01	     115.176	
MPU4900032       	2019	A01	     117.199	
MPU4900032       	2020	A01	     114.395	
MPU4900033       	1988	A01	         3.4	
MPU4900033       	1989	A01	         3.4	
MPU4900033       	1990	A01	         1.2	
MPU4900033       	1991	A01	        -0.1	
MPU4900033       	1992	A01	         1.1	
MPU4900033       	1993	A01	         3.4	
MPU4900033       	1994	A01	         4.4	
MPU4900033       	1995	A01	         3.2	
MPU4900033       	1996	A01	         3.3	
MPU4900033       	1997	A01	         4.0	
MPU4900033       	1998	A01	         3.6	
MPU4900033       	1999	A01	         3.4	
MPU4900033       	2000	A01	         3.2	
MPU4900033       	2001	A01	         0.3	
MPU4900033       	2002	A01	        -0.3	
MPU4900033       	2003	A01	         0.8	
MPU4900033       	2004	A01	         2.0	
MPU4900033       	2005	A01	         2.4	
MPU4900033       	2006	A01	         3.0	
MPU4900033       	2007	A01	         1.9	
MPU4900033       	2008	A01	         0.1	
MPU4900033       	2009	A01	        -3.8	
MPU4900033       	2010	A01	         0.6	
MPU4900033       	2011	A01	         2.2	
MPU4900033       	2012	A01	         2.5	
MPU4900033       	2013	A01	         2.1	
MPU4900033       	2014	A01	         2.7	
MPU4900033       	2015	A01	         2.7	
MPU4900033       	2016	A01	         2.2	
MPU4900033       	2017	A01	         2.2	
MPU4900033       	2018	A01	         2.5	
MPU4900033       	2019	A01	         1.8	
MPU4900033       	2020	A01	        -2.4	
MPU4900042       	1987	A01	      41.986	
MPU4900042       	1988	A01	      43.603	
MPU4900042       	1989	A01	      45.356	
MPU4900042       	1990	A01	      46.830	
MPU4900042       	1991	A01	      48.202	
MPU4900042       	1992	A01	      49.354	
MPU4900042       	1993	A01	      50.979	
MPU4900042       	1994	A01	      52.904	
MPU4900042       	1995	A01	      55.190	
MPU4900042       	1996	A01	      57.737	
MPU4900042       	1997	A01	      60.758	
MPU4900042       	1998	A01	      64.373	
MPU4900042       	1999	A01	      68.433	
MPU4900042       	2000	A01	      72.755	
MPU4900042       	2001	A01	      76.247	
MPU4900042       	2002	A01	      78.711	
MPU4900042       	2003	A01	      80.889	
MPU4900042       	2004	A01	      83.116	
MPU4900042       	2005	A01	      86.021	
MPU4900042       	2006	A01	      89.281	
MPU4900042       	2007	A01	      92.154	
MPU4900042       	2008	A01	      94.623	
MPU4900042       	2009	A01	      95.522	
MPU4900042       	2010	A01	      96.254	
MPU4900042       	2011	A01	      97.985	
MPU4900042       	2012	A01	     100.000	
MPU4900042       	2013	A01	     102.518	
MPU4900042       	2014	A01	     105.324	
MPU4900042       	2015	A01	     108.413	
MPU4900042       	2016	A01	     111.577	
MPU4900042       	2017	A01	     114.604	
MPU4900042       	2018	A01	     117.822	
MPU4900042       	2019	A01	     121.321	
MPU4900042       	2020	A01	     124.280	
MPU4900043       	1988	A01	         3.9	
MPU4900043       	1989	A01	         4.0	
MPU4900043       	1990	A01	         3.2	
MPU4900043       	1991	A01	         2.9	
MPU4900043       	1992	A01	         2.4	
MPU4900043       	1993	A01	         3.3	
MPU4900043       	1994	A01	         3.8	
MPU4900043       	1995	A01	         4.3	
MPU4900043       	1996	A01	         4.6	
MPU4900043       	1997	A01	         5.2	
MPU4900043       	1998	A01	         5.9	
MPU4900043       	1999	A01	         6.3	
MPU4900043       	2000	A01	         6.3	
MPU4900043       	2001	A01	         4.8	
MPU4900043       	2002	A01	         3.2	
MPU4900043       	2003	A01	         2.8	
MPU4900043       	2004	A01	         2.8	
MPU4900043       	2005	A01	         3.5	
MPU4900043       	2006	A01	         3.8	
MPU4900043       	2007	A01	         3.2	
MPU4900043       	2008	A01	         2.7	
MPU4900043       	2009	A01	         1.0	
MPU4900043       	2010	A01	         0.8	
MPU4900043       	2011	A01	         1.8	
MPU4900043       	2012	A01	         2.1	
MPU4900043       	2013	A01	         2.5	
MPU4900043       	2014	A01	         2.7	
MPU4900043       	2015	A01	         2.9	
MPU4900043       	2016	A01	         2.9	
MPU4900043       	2017	A01	         2.7	
MPU4900043       	2018	A01	         2.8	
MPU4900043       	2019	A01	         3.0	
MPU4900043       	2020	A01	         2.4	
MPU4900052       	1987	A01	      75.166	
MPU4900052       	1988	A01	      77.605	
MPU4900052       	1989	A01	      80.016	
MPU4900052       	1990	A01	      80.182	
MPU4900052       	1991	A01	      78.948	
MPU4900052       	1992	A01	      79.327	
MPU4900052       	1993	A01	      82.048	
MPU4900052       	1994	A01	      85.868	
MPU4900052       	1995	A01	      88.178	
MPU4900052       	1996	A01	      90.506	
MPU4900052       	1997	A01	      93.584	
MPU4900052       	1998	A01	      95.905	
MPU4900052       	1999	A01	      97.761	
MPU4900052       	2000	A01	      99.417	
MPU4900052       	2001	A01	      97.666	
MPU4900052       	2002	A01	      95.773	
MPU4900052       	2003	A01	      95.624	
MPU4900052       	2004	A01	      97.101	
MPU4900052       	2005	A01	      98.908	
MPU4900052       	2006	A01	     101.422	
MPU4900052       	2007	A01	     102.575	
MPU4900052       	2008	A01	     101.180	
MPU4900052       	2009	A01	      94.612	
MPU4900052       	2010	A01	      95.062	
MPU4900052       	2011	A01	      97.360	
MPU4900052       	2012	A01	     100.000	
MPU4900052       	2013	A01	     101.840	
MPU4900052       	2014	A01	     104.514	
MPU4900052       	2015	A01	     107.145	
MPU4900052       	2016	A01	     108.999	
MPU4900052       	2017	A01	     111.002	
MPU4900052       	2018	A01	     113.546	
MPU4900052       	2019	A01	     114.697	
MPU4900052       	2020	A01	     108.817	
MPU4900053       	1988	A01	         3.2	
MPU4900053       	1989	A01	         3.1	
MPU4900053       	1990	A01	         0.2	
MPU4900053       	1991	A01	        -1.5	
MPU4900053       	1992	A01	         0.5	
MPU4900053       	1993	A01	         3.4	
MPU4900053       	1994	A01	         4.7	
MPU4900053       	1995	A01	         2.7	
MPU4900053       	1996	A01	         2.6	
MPU4900053       	1997	A01	         3.4	
MPU4900053       	1998	A01	         2.5	
MPU4900053       	1999	A01	         1.9	
MPU4900053       	2000	A01	         1.7	
MPU4900053       	2001	A01	        -1.8	
MPU4900053       	2002	A01	        -1.9	
MPU4900053       	2003	A01	        -0.2	
MPU4900053       	2004	A01	         1.5	
MPU4900053       	2005	A01	         1.9	
MPU4900053       	2006	A01	         2.5	
MPU4900053       	2007	A01	         1.1	
MPU4900053       	2008	A01	        -1.4	
MPU4900053       	2009	A01	        -6.5	
MPU4900053       	2010	A01	         0.5	
MPU4900053       	2011	A01	         2.4	
MPU4900053       	2012	A01	         2.7	
MPU4900053       	2013	A01	         1.8	
MPU4900053       	2014	A01	         2.6	
MPU4900053       	2015	A01	         2.5	
MPU4900053       	2016	A01	         1.7	
MPU4900053       	2017	A01	         1.8	
MPU4900053       	2018	A01	         2.3	
MPU4900053       	2019	A01	         1.0	
MPU4900053       	2020	A01	        -5.1	
MPU4900062       	1987	A01	      57.485	
MPU4900062       	1988	A01	      58.351	
MPU4900062       	1989	A01	      59.018	
MPU4900062       	1990	A01	      60.226	
MPU4900062       	1991	A01	      61.269	
MPU4900062       	1992	A01	      64.097	
MPU4900062       	1993	A01	      64.193	
MPU4900062       	1994	A01	      64.597	
MPU4900062       	1995	A01	      65.096	
MPU4900062       	1996	A01	      66.686	
MPU4900062       	1997	A01	      68.091	
MPU4900062       	1998	A01	      70.219	
MPU4900062       	1999	A01	      73.022	
MPU4900062       	2000	A01	      75.540	
MPU4900062       	2001	A01	      77.797	
MPU4900062       	2002	A01	      81.206	
MPU4900062       	2003	A01	      84.451	
MPU4900062       	2004	A01	      86.994	
MPU4900062       	2005	A01	      88.936	
MPU4900062       	2006	A01	      89.975	
MPU4900062       	2007	A01	      91.538	
MPU4900062       	2008	A01	      92.564	
MPU4900062       	2009	A01	      96.203	
MPU4900062       	2010	A01	      99.442	
MPU4900062       	2011	A01	      99.294	
MPU4900062       	2012	A01	     100.000	
MPU4900062       	2013	A01	     100.893	
MPU4900062       	2014	A01	     101.625	
MPU4900062       	2015	A01	     103.146	
MPU4900062       	2016	A01	     103.559	
MPU4900062       	2017	A01	     104.792	
MPU4900062       	2018	A01	     106.460	
MPU4900062       	2019	A01	     108.332	
MPU4900062       	2020	A01	     111.013	
MPU4900063       	1988	A01	         1.5	
MPU4900063       	1989	A01	         1.1	
MPU4900063       	1990	A01	         2.0	
MPU4900063       	1991	A01	         1.7	
MPU4900063       	1992	A01	         4.6	
MPU4900063       	1993	A01	         0.1	
MPU4900063       	1994	A01	         0.6	
MPU4900063       	1995	A01	         0.8	
MPU4900063       	1996	A01	         2.4	
MPU4900063       	1997	A01	         2.1	
MPU4900063       	1998	A01	         3.1	
MPU4900063       	1999	A01	         4.0	
MPU4900063       	2000	A01	         3.4	
MPU4900063       	2001	A01	         3.0	
MPU4900063       	2002	A01	         4.4	
MPU4900063       	2003	A01	         4.0	
MPU4900063       	2004	A01	         3.0	
MPU4900063       	2005	A01	         2.2	
MPU4900063       	2006	A01	         1.2	
MPU4900063       	2007	A01	         1.7	
MPU4900063       	2008	A01	         1.1	
MPU4900063       	2009	A01	         3.9	
MPU4900063       	2010	A01	         3.4	
MPU4900063       	2011	A01	        -0.1	
MPU4900063       	2012	A01	         0.7	
MPU4900063       	2013	A01	         0.9	
MPU4900063       	2014	A01	         0.7	
MPU4900063       	2015	A01	         1.5	
MPU4900063       	2016	A01	         0.4	
MPU4900063       	2017	A01	         1.2	
MPU4900063       	2018	A01	         1.6	
MPU4900063       	2019	A01	         1.8	
MPU4900063       	2020	A01	         2.5	
MPU4900072       	1987	A01	     115.822	
MPU4900072       	1988	A01	     116.319	
MPU4900072       	1989	A01	     116.087	
MPU4900072       	1990	A01	     114.213	
MPU4900072       	1991	A01	     110.376	
MPU4900072       	1992	A01	     112.353	
MPU4900072       	1993	A01	     111.935	
MPU4900072       	1994	A01	     113.065	
MPU4900072       	1995	A01	     111.777	
MPU4900072       	1996	A01	     111.841	
MPU4900072       	1997	A01	     111.836	
MPU4900072       	1998	A01	     111.095	
MPU4900072       	1999	A01	     110.450	
MPU4900072       	2000	A01	     108.925	
MPU4900072       	2001	A01	     104.775	
MPU4900072       	2002	A01	     103.290	
MPU4900072       	2003	A01	     103.849	
MPU4900072       	2004	A01	     105.424	
MPU4900072       	2005	A01	     105.911	
MPU4900072       	2006	A01	     105.567	
MPU4900072       	2007	A01	     104.691	
MPU4900072       	2008	A01	     100.931	
MPU4900072       	2009	A01	      96.514	
MPU4900072       	2010	A01	      98.897	
MPU4900072       	2011	A01	      99.025	
MPU4900072       	2012	A01	     100.000	
MPU4900072       	2013	A01	      99.975	
MPU4900072       	2014	A01	     100.402	
MPU4900072       	2015	A01	     101.287	
MPU4900072       	2016	A01	     100.244	
MPU4900072       	2017	A01	     100.233	
MPU4900072       	2018	A01	     100.917	
MPU4900072       	2019	A01	     100.444	
MPU4900072       	2020	A01	      94.015	
MPU4900073       	1988	A01	         0.4	
MPU4900073       	1989	A01	        -0.2	
MPU4900073       	1990	A01	        -1.6	
MPU4900073       	1991	A01	        -3.4	
MPU4900073       	1992	A01	         1.8	
MPU4900073       	1993	A01	        -0.4	
MPU4900073       	1994	A01	         1.0	
MPU4900073       	1995	A01	        -1.1	
MPU4900073       	1996	A01	         0.1	
MPU4900073       	1997	A01	         0.0	
MPU4900073       	1998	A01	        -0.7	
MPU4900073       	1999	A01	        -0.6	
MPU4900073       	2000	A01	        -1.4	
MPU4900073       	2001	A01	        -3.8	
MPU4900073       	2002	A01	        -1.4	
MPU4900073       	2003	A01	         0.5	
MPU4900073       	2004	A01	         1.5	
MPU4900073       	2005	A01	         0.5	
MPU4900073       	2006	A01	        -0.3	
MPU4900073       	2007	A01	        -0.8	
MPU4900073       	2008	A01	        -3.6	
MPU4900073       	2009	A01	        -4.4	
MPU4900073       	2010	A01	         2.5	
MPU4900073       	2011	A01	         0.1	
MPU4900073       	2012	A01	         1.0	
MPU4900073       	2013	A01	         0.0	
MPU4900073       	2014	A01	         0.4	
MPU4900073       	2015	A01	         0.9	
MPU4900073       	2016	A01	        -1.0	
MPU4900073       	2017	A01	         0.0	
MPU4900073       	2018	A01	         0.7	
MPU4900073       	2019	A01	        -0.5	
MPU4900073       	2020	A01	        -6.4	
MPU4900082       	1987	A01	      49.632	
MPU4900082       	1988	A01	      50.165	
MPU4900082       	1989	A01	      50.839	
MPU4900082       	1990	A01	      52.731	
MPU4900082       	1991	A01	      55.509	
MPU4900082       	1992	A01	      57.050	
MPU4900082       	1993	A01	      57.349	
MPU4900082       	1994	A01	      57.132	
MPU4900082       	1995	A01	      58.237	
MPU4900082       	1996	A01	      59.625	
MPU4900082       	1997	A01	      60.885	
MPU4900082       	1998	A01	      63.206	
MPU4900082       	1999	A01	      66.113	
MPU4900082       	2000	A01	      69.351	
MPU4900082       	2001	A01	      74.252	
MPU4900082       	2002	A01	      78.620	
MPU4900082       	2003	A01	      81.321	
MPU4900082       	2004	A01	      82.518	
MPU4900082       	2005	A01	      83.972	
MPU4900082       	2006	A01	      85.230	
MPU4900082       	2007	A01	      87.436	
MPU4900082       	2008	A01	      91.711	
MPU4900082       	2009	A01	      99.678	
MPU4900082       	2010	A01	     100.551	
MPU4900082       	2011	A01	     100.272	
MPU4900082       	2012	A01	     100.000	
MPU4900082       	2013	A01	     100.919	
MPU4900082       	2014	A01	     101.218	
MPU4900082       	2015	A01	     101.835	
MPU4900082       	2016	A01	     103.308	
MPU4900082       	2017	A01	     104.549	
MPU4900082       	2018	A01	     105.493	
MPU4900082       	2019	A01	     107.853	
MPU4900082       	2020	A01	     118.080	
MPU4900083       	1988	A01	         1.1	
MPU4900083       	1989	A01	         1.3	
MPU4900083       	1990	A01	         3.7	
MPU4900083       	1991	A01	         5.3	
MPU4900083       	1992	A01	         2.8	
MPU4900083       	1993	A01	         0.5	
MPU4900083       	1994	A01	        -0.4	
MPU4900083       	1995	A01	         1.9	
MPU4900083       	1996	A01	         2.4	
MPU4900083       	1997	A01	         2.1	
MPU4900083       	1998	A01	         3.8	
MPU4900083       	1999	A01	         4.6	
MPU4900083       	2000	A01	         4.9	
MPU4900083       	2001	A01	         7.1	
MPU4900083       	2002	A01	         5.9	
MPU4900083       	2003	A01	         3.4	
MPU4900083       	2004	A01	         1.5	
MPU4900083       	2005	A01	         1.8	
MPU4900083       	2006	A01	         1.5	
MPU4900083       	2007	A01	         2.6	
MPU4900083       	2008	A01	         4.9	
MPU4900083       	2009	A01	         8.7	
MPU4900083       	2010	A01	         0.9	
MPU4900083       	2011	A01	        -0.3	
MPU4900083       	2012	A01	        -0.3	
MPU4900083       	2013	A01	         0.9	
MPU4900083       	2014	A01	         0.3	
MPU4900083       	2015	A01	         0.6	
MPU4900083       	2016	A01	         1.4	
MPU4900083       	2017	A01	         1.2	
MPU4900083       	2018	A01	         0.9	
MPU4900083       	2019	A01	         2.2	
MPU4900083       	2020	A01	         9.5	
MPU4900092       	1987	A01	      88.854	
MPU4900092       	1988	A01	      89.283	
MPU4900092       	1989	A01	      89.689	
MPU4900092       	1990	A01	      90.286	
MPU4900092       	1991	A01	      90.916	
MPU4900092       	1992	A01	      91.697	
MPU4900092       	1993	A01	      92.300	
MPU4900092       	1994	A01	      92.732	
MPU4900092       	1995	A01	      93.046	
MPU4900092       	1996	A01	      93.466	
MPU4900092       	1997	A01	      93.781	
MPU4900092       	1998	A01	      94.166	
MPU4900092       	1999	A01	      94.446	
MPU4900092       	2000	A01	      94.765	
MPU4900092       	2001	A01	      95.111	
MPU4900092       	2002	A01	      95.662	
MPU4900092       	2003	A01	      96.134	
MPU4900092       	2004	A01	      96.402	
MPU4900092       	2005	A01	      96.552	
MPU4900092       	2006	A01	      96.821	
MPU4900092       	2007	A01	      97.323	
MPU4900092       	2008	A01	      98.065	
MPU4900092       	2009	A01	      98.728	
MPU4900092       	2010	A01	      99.306	
MPU4900092       	2011	A01	      99.633	
MPU4900092       	2012	A01	     100.000	
MPU4900092       	2013	A01	     100.251	
MPU4900092       	2014	A01	     100.440	
MPU4900092       	2015	A01	     100.644	
MPU4900092       	2016	A01	     100.920	
MPU4900092       	2017	A01	     101.263	
MPU4900092       	2018	A01	     101.664	
MPU4900092       	2019	A01	     101.964	
MPU4900092       	2020	A01	     103.529	
MPU4900093       	1988	A01	         0.5	
MPU4900093       	1989	A01	         0.5	
MPU4900093       	1990	A01	         0.7	
MPU4900093       	1991	A01	         0.7	
MPU4900093       	1992	A01	         0.9	
MPU4900093       	1993	A01	         0.7	
MPU4900093       	1994	A01	         0.5	
MPU4900093       	1995	A01	         0.3	
MPU4900093       	1996	A01	         0.5	
MPU4900093       	1997	A01	         0.3	
MPU4900093       	1998	A01	         0.4	
MPU4900093       	1999	A01	         0.3	
MPU4900093       	2000	A01	         0.3	
MPU4900093       	2001	A01	         0.4	
MPU4900093       	2002	A01	         0.6	
MPU4900093       	2003	A01	         0.5	
MPU4900093       	2004	A01	         0.3	
MPU4900093       	2005	A01	         0.2	
MPU4900093       	2006	A01	         0.3	
MPU4900093       	2007	A01	         0.5	
MPU4900093       	2008	A01	         0.8	
MPU4900093       	2009	A01	         0.7	
MPU4900093       	2010	A01	         0.6	
MPU4900093       	2011	A01	         0.3	
MPU4900093       	2012	A01	         0.4	
MPU4900093       	2013	A01	         0.3	
MPU4900093       	2014	A01	         0.2	
MPU4900093       	2015	A01	         0.2	
MPU4900093       	2016	A01	         0.3	
MPU4900093       	2017	A01	         0.3	
MPU4900093       	2018	A01	         0.4	
MPU4900093       	2019	A01	         0.3	
MPU4900093       	2020	A01	         1.5	
MPU4900101       	1987	A01	    3670.590	
MPU4900101       	1988	A01	    3947.464	
MPU4900101       	1989	A01	    4248.711	
MPU4900101       	1990	A01	    4460.676	
MPU4900101       	1991	A01	    4556.721	
MPU4900101       	1992	A01	    4824.490	
MPU4900101       	1993	A01	    5079.391	
MPU4900101       	1994	A01	    5419.598	
MPU4900101       	1995	A01	    5685.168	
MPU4900101       	1996	A01	    6045.799	
MPU4900101       	1997	A01	    6456.081	
MPU4900101       	1998	A01	    6830.890	
MPU4900101       	1999	A01	    7265.880	
MPU4900101       	2000	A01	    7737.391	
MPU4900101       	2001	A01	    7921.682	
MPU4900101       	2002	A01	    8118.424	
MPU4900101       	2003	A01	    8494.859	
MPU4900101       	2004	A01	    9087.957	
MPU4900101       	2005	A01	    9743.085	
MPU4900101       	2006	A01	   10349.007	
MPU4900101       	2007	A01	   10834.458	
MPU4900101       	2008	A01	   10894.455	
MPU4900101       	2009	A01	   10508.377	
MPU4900101       	2010	A01	   10978.589	
MPU4900101       	2011	A01	   11448.707	
MPU4900101       	2012	A01	   12019.143	
MPU4900101       	2013	A01	   12497.343	
MPU4900101       	2014	A01	   13097.138	
MPU4900101       	2015	A01	   13642.998	
MPU4900101       	2016	A01	   14010.768	
MPU4900101       	2017	A01	   14646.959	
MPU4900101       	2018	A01	   15492.664	
MPU4900101       	2019	A01	   16107.431	
MPU4900111       	1987	A01	    1165.545	
MPU4900111       	1988	A01	    1222.354	
MPU4900111       	1989	A01	    1361.192	
MPU4900111       	1990	A01	    1398.521	
MPU4900111       	1991	A01	    1420.401	
MPU4900111       	1992	A01	    1474.015	
MPU4900111       	1993	A01	    1595.641	
MPU4900111       	1994	A01	    1718.879	
MPU4900111       	1995	A01	    1830.966	
MPU4900111       	1996	A01	    1951.298	
MPU4900111       	1997	A01	    2065.382	
MPU4900111       	1998	A01	    2117.046	
MPU4900111       	1999	A01	    2271.478	
MPU4900111       	2000	A01	    2357.981	
MPU4900111       	2001	A01	    2399.809	
MPU4900111       	2002	A01	    2551.405	
MPU4900111       	2003	A01	    2748.145	
MPU4900111       	2004	A01	    2983.520	
MPU4900111       	2005	A01	    3334.584	
MPU4900111       	2006	A01	    3541.289	
MPU4900111       	2007	A01	    3719.216	
MPU4900111       	2008	A01	    3813.453	
MPU4900111       	2009	A01	    3735.066	
MPU4900111       	2010	A01	    4039.889	
MPU4900111       	2011	A01	    4210.111	
MPU4900111       	2012	A01	    4381.346	
MPU4900111       	2013	A01	    4618.842	
MPU4900111       	2014	A01	    4828.882	
MPU4900111       	2015	A01	    4941.102	
MPU4900111       	2016	A01	    5069.750	
MPU4900111       	2017	A01	    5250.786	
MPU4900111       	2018	A01	    5582.646	
MPU4900111       	2019	A01	    5778.284	
MPU4900121       	1987	A01	    2299.280	
MPU4900121       	1988	A01	    2500.838	
MPU4900121       	1989	A01	    2645.546	
MPU4900121       	1990	A01	    2803.190	
MPU4900121       	1991	A01	    2856.626	
MPU4900121       	1992	A01	    3053.262	
MPU4900121       	1993	A01	    3173.810	
MPU4900121       	1994	A01	    3353.647	
MPU4900121       	1995	A01	    3496.934	
MPU4900121       	1996	A01	    3722.017	
MPU4900121       	1997	A01	    3995.836	
MPU4900121       	1998	A01	    4303.051	
MPU4900121       	1999	A01	    4568.755	
MPU4900121       	2000	A01	    4930.819	
MPU4900121       	2001	A01	    5077.357	
MPU4900121       	2002	A01	    5089.316	
MPU4900121       	2003	A01	    5245.513	
MPU4900121       	2004	A01	    5553.139	
MPU4900121       	2005	A01	    5816.388	
MPU4900121       	2006	A01	    6173.768	
MPU4900121       	2007	A01	    6462.391	
MPU4900121       	2008	A01	    6426.067	
