series_id                     	year	period	value	footnote_codes
ORUC1000020D00001171          	2020	A01	38.1	
ORUC1000020D00001172          	2020	A01	7.7	
ORUC1000020D00001173          	2020	A01	54.1	7
ORUC1000020D00001176          	2020	A01	30.5	
ORUC1000020D00001177          	2020	A01	69.5	7
ORUC1000020D00001181          	2020	A01	59.3	7
ORUC1000020D00001182          	2020	A01	19.4	
ORUC1000020D00001186          	2020	A01	78.7	7
ORUC1000020D00001187          	2020	A01	21.3	
ORUC1000020D00001194          	2020	A01	93.2	7
ORUC1000020D00001197          	2020	A01	65.8	7
ORUC1000020D00001198          	2020	A01	34.2	
ORUC1000020D00001206          	2020	A01	100.0	7
ORUC1000020E00001149          	2020	A01	95.6	7
ORUC1000020E00001160          	2020	A01	83.1	7
ORUC1000020E00001161          	2020	A01	16.9	
ORUC1000020E00001166          	2020	A01	94.0	7
ORUC1000020E00001173          	2020	A01	52.1	7
ORUC1000020E00001176          	2020	A01	64.4	7
ORUC1000020E00001177          	2020	A01	35.6	
ORUC1000020E00001180          	2020	A01	40.8	
ORUC1000020E00001181          	2020	A01	51.7	7
ORUC1000020E00001186          	2020	A01	21.2	
ORUC1000020E00001187          	2020	A01	78.8	7
ORUC1000020E00001194          	2020	A01	62.9	7
ORUC1000020E00001202          	2020	A01	100.0	7
ORUC1000020G00001149          	2020	A01	98.9	7
ORUC1000020G00001160          	2020	A01	90.5	7
ORUC1000020G00001161          	2020	A01	9.5	
ORUC1000020G00001164          	2020	A01	4.7	
ORUC1000020G00001166          	2020	A01	90.0	7
ORUC1000020G00001171          	2020	A01	53.5	7
ORUC1000020G00001172          	2020	A01	3.7	
ORUC1000020G00001173          	2020	A01	42.8	
ORUC1000020G00001176          	2020	A01	54.3	7
ORUC1000020G00001177          	2020	A01	45.7	
ORUC1000020G00001180          	2020	A01	64.1	7
ORUC1000020G00001181          	2020	A01	35.0	
ORUC1000020G00001186          	2020	A01	20.8	
ORUC1000020G00001187          	2020	A01	79.2	7
ORUC1000020G00001190          	2020	A01	8.3	
ORUC1000020G00001191          	2020	A01	5.7	
ORUC1000020G00001192          	2020	A01	6.7	
ORUC1000020G00001193          	2020	A01	1.7	
ORUC1000020G00001194          	2020	A01	77.6	7
ORUC1000020G00001205          	2020	A01	10.4	
ORUC1000020G00001206          	2020	A01	89.6	7
ORUC1000020I00001149          	2020	A01	99.3	7
ORUC1000020I00001154          	2020	A01	78.7	7
ORUC1000020I00001155          	2020	A01	14.0	
ORUC1000020I00001166          	2020	A01	99.0	7
ORUC1000020I00001173          	2020	A01	74.8	7
ORUC1000020I00001176          	2020	A01	15.3	
ORUC1000020I00001177          	2020	A01	84.7	7
ORUC1000020I00001180          	2020	A01	37.3	
ORUC1000020I00001181          	2020	A01	50.9	7
ORUC1000020I00001186          	2020	A01	91.4	7
ORUC1000020I00001187          	2020	A01	8.6	
ORUC1000020I00001194          	2020	A01	98.6	7
ORUC1000020I00001197          	2020	A01	26.6	
ORUC1000020I00001198          	2020	A01	73.4	7
ORUC1000020I00001202          	2020	A01	100.0	7
ORUC1000020I00001206          	2020	A01	100.0	7
ORUC1000020J00001149          	2020	A01	93.7	7
ORUC1000020J00001154          	2020	A01	74.4	7
ORUC1000020J00001166          	2020	A01	100.0	7
ORUC1000020J00001173          	2020	A01	92.0	7
ORUC1000020J00001194          	2020	A01	95.1	7
ORUC1000020J00001197          	2020	A01	64.7	7
ORUC1000020J00001202          	2020	A01	100.0	7
ORUC1000020J00001206          	2020	A01	100.0	7
ORUC1000020L00001149          	2020	A01	96.9	7
ORUC1000020L00001166          	2020	A01	98.0	7
ORUC1000020L00001173          	2020	A01	67.1	7
ORUC1000020L00001176          	2020	A01	9.9	
ORUC1000020L00001177          	2020	A01	90.1	7
ORUC1000020L00001180          	2020	A01	50.1	7
ORUC1000020L00001181          	2020	A01	35.9	
ORUC1000020L00001186          	2020	A01	92.2	7
ORUC1000020L00001187          	2020	A01	7.8	
ORUC1000020L00001194          	2020	A01	98.5	7
ORUC1000020L00001197          	2020	A01	77.8	7
ORUC1000020L00001198          	2020	A01	22.2	
ORUC1000020L00001206          	2020	A01	100.0	7
ORUC1000020M00001149          	2020	A01	99.5	7
ORUC1000020M00001154          	2020	A01	53.6	7
ORUC1000020M00001155          	2020	A01	37.2	
ORUC1000020M00001160          	2020	A01	68.6	7
ORUC1000020M00001161          	2020	A01	31.4	
ORUC1000020M00001166          	2020	A01	100.0	7
ORUC1000020M00001171          	2020	A01	15.9	
ORUC1000020M00001173          	2020	A01	84.1	7
ORUC1000020M00001176          	2020	A01	30.6	
ORUC1000020M00001177          	2020	A01	69.4	7
ORUC1000020M00001180          	2020	A01	88.1	7
ORUC1000020M00001186          	2020	A01	45.9	
ORUC1000020M00001187          	2020	A01	54.1	7
ORUC1000020M00001194          	2020	A01	92.2	7
ORUC1000020M00001206          	2020	A01	100.0	7
ORUC1000020N00001149          	2020	A01	96.0	7
ORUC1000020N00001150          	2020	A01	4.0	
ORUC1000020N00001154          	2020	A01	78.5	7
ORUC1000020N00001155          	2020	A01	15.0	
ORUC1000020N00001160          	2020	A01	94.3	7
ORUC1000020N00001161          	2020	A01	5.7	
ORUC1000020N00001166          	2020	A01	99.6	7
ORUC1000020N00001173          	2020	A01	75.1	7
ORUC1000020N00001176          	2020	A01	9.4	
ORUC1000020N00001177          	2020	A01	90.6	7
ORUC1000020N00001180          	2020	A01	70.4	7
ORUC1000020N00001181          	2020	A01	29.4	
ORUC1000020N00001186          	2020	A01	87.9	7
ORUC1000020N00001187          	2020	A01	12.1	
ORUC1000020N00001194          	2020	A01	99.6	7
ORUC1000020N00001197          	2020	A01	100.0	7
ORUC1000020N00001206          	2020	A01	100.0	7
ORUC1000020O00001149          	2020	A01	99.8	7
ORUC1000020O00001154          	2020	A01	67.0	7
ORUC1000020O00001155          	2020	A01	21.8	
ORUC1000020O00001160          	2020	A01	93.5	7
ORUC1000020O00001161          	2020	A01	6.5	
ORUC1000020O00001166          	2020	A01	100.0	7
ORUC1000020O00001173          	2020	A01	76.7	7
ORUC1000020O00001176          	2020	A01	24.8	
ORUC1000020O00001177          	2020	A01	75.2	7
ORUC1000020O00001180          	2020	A01	72.9	7
ORUC1000020O00001181          	2020	A01	27.1	
ORUC1000020O00001186          	2020	A01	57.5	7
ORUC1000020O00001187          	2020	A01	42.5	
ORUC1000020O00001194          	2020	A01	99.6	7
ORUC1000020O00001197          	2020	A01	100.0	7
ORUC1000020O00001201          	2020	A01	24.9	
ORUC1000020O00001202          	2020	A01	75.1	7
ORUC1000020O00001206          	2020	A01	100.0	7
ORUC1000020P00001149          	2020	A01	98.7	7
ORUC1000020P00001154          	2020	A01	81.6	7
ORUC1000020P00001166          	2020	A01	96.1	7
ORUC1000020P00001171          	2020	A01	50.2	7
ORUC1000020P00001176          	2020	A01	21.8	
ORUC1000020P00001177          	2020	A01	78.2	7
ORUC1000020P00001180          	2020	A01	31.2	
ORUC1000020P00001181          	2020	A01	68.0	7
ORUC1000020P00001186          	2020	A01	82.9	7
ORUC1000020P00001194          	2020	A01	100.0	7
ORUC1000020P00001197          	2020	A01	100.0	7
ORUC1000020P00001206          	2020	A01	100.0	7
ORUC1000020Q00001149          	2020	A01	97.4	7
ORUC1000020Q00001166          	2020	A01	99.6	7
ORUC1000020Q00001173          	2020	A01	62.5	7
ORUC1000020Q00001176          	2020	A01	31.9	
ORUC1000020Q00001177          	2020	A01	68.1	7
ORUC1000020Q00001181          	2020	A01	57.6	7
ORUC1000020Q00001182          	2020	A01	17.9	
ORUC1000020Q00001194          	2020	A01	100.0	7
ORUC1000020Q00001206          	2020	A01	100.0	7
ORUC1000020R00001149          	2020	A01	100.0	7
ORUC1000020R00001154          	2020	A01	75.0	7
ORUC1000020R00001155          	2020	A01	16.2	
ORUC1000020R00001166          	2020	A01	99.3	7
ORUC1000020R00001173          	2020	A01	71.6	7
ORUC1000020R00001176          	2020	A01	28.4	
ORUC1000020R00001177          	2020	A01	71.6	7
ORUC1000020R00001182          	2020	A01	37.8	
ORUC1000020R00001183          	2020	A01	39.1	7
ORUC1000020R00001186          	2020	A01	100.0	7
ORUC1000020R00001194          	2020	A01	100.0	7
ORUC1000020R00001197          	2020	A01	18.2	
ORUC1000020R00001198          	2020	A01	81.8	7
ORUC1000020R00001206          	2020	A01	100.0	7
ORUC1000020S00001149          	2020	A01	99.6	7
ORUC1000020S00001154          	2020	A01	76.7	7
ORUC1000020S00001155          	2020	A01	16.6	
ORUC1000020S00001166          	2020	A01	100.0	7
ORUC1000020S00001173          	2020	A01	83.3	7
ORUC1000020S00001180          	2020	A01	76.6	7
ORUC1000020S00001181          	2020	A01	23.4	
ORUC1000020S00001186          	2020	A01	79.5	7
ORUC1000020S00001187          	2020	A01	20.5	
ORUC1000020S00001194          	2020	A01	100.0	7
ORUC1000020S00001197          	2020	A01	100.0	7
ORUC1000020S00001201          	2020	A01	20.5	
ORUC1000020S00001202          	2020	A01	79.5	7
ORUC1000020S00001206          	2020	A01	100.0	7
ORUC1000020V00001150          	2020	A01	100.0	7
ORUC1000020V00001155          	2020	A01	31.7	
ORUC1000020V00001157          	2020	A01	43.3	7
ORUC1000020V00001160          	2020	A01	24.3	
ORUC1000020V00001161          	2020	A01	75.7	7
ORUC1000020V00001166          	2020	A01	49.0	7
ORUC1000020V00001167          	2020	A01	46.5	
ORUC1000020V00001173          	2020	A01	51.1	7
ORUC1000020V00001181          	2020	A01	66.2	7
ORUC1000020V00001187          	2020	A01	100.0	7
ORUC1000020V00001191          	2020	A01	23.3	
ORUC1000020V00001192          	2020	A01	31.3	7
ORUC1000020V00001194          	2020	A01	22.9	
ORUC1000020V00001197          	2020	A01	80.2	7
ORUC1000020V00001198          	2020	A01	19.8	
ORUC1000020V00001206          	2020	A01	100.0	7
ORUC1000020W00001150          	2020	A01	100.0	7
ORUC1000020W00001156          	2020	A01	52.0	7
ORUC1000020W00001157          	2020	A01	24.1	
ORUC1000020W00001167          	2020	A01	51.4	7
ORUC1000020W00001181          	2020	A01	59.0	7
ORUC1000020W00001182          	2020	A01	19.1	
ORUC1000020W00001187          	2020	A01	100.0	7
ORUC1000020W00001190          	2020	A01	16.7	
ORUC1000020W00001206          	2020	A01	100.0	7
ORUC1000020X00001149          	2020	A01	96.9	7
ORUC1000020X00001150          	2020	A01	3.1	
ORUC1000020X00001154          	2020	A01	25.2	
ORUC1000020X00001155          	2020	A01	31.9	7
ORUC1000020X00001156          	2020	A01	29.6	
ORUC1000020X00001157          	2020	A01	13.3	
ORUC1000020X00001160          	2020	A01	46.0	
ORUC1000020X00001161          	2020	A01	54.0	7
ORUC1000020X00001165          	2020	A01	14.5	
ORUC1000020X00001166          	2020	A01	55.3	7
ORUC1000020X00001167          	2020	A01	30.1	
ORUC1000020X00001171          	2020	A01	27.4	
ORUC1000020X00001172          	2020	A01	28.8	
ORUC1000020X00001173          	2020	A01	43.8	7
ORUC1000020X00001176          	2020	A01	75.8	7
ORUC1000020X00001177          	2020	A01	24.2	
ORUC1000020X00001182          	2020	A01	41.9	7
ORUC1000020X00001183          	2020	A01	37.8	
ORUC1000020X00001186          	2020	A01	97.3	7
ORUC1000020X00001187          	2020	A01	2.7	
ORUC1000020X00001194          	2020	A01	99.1	7
ORUC1000020X00001197          	2020	A01	47.3	
ORUC1000020X00001198          	2020	A01	52.7	7
ORUC1000020X00001201          	2020	A01	6.2	
ORUC1000020X00001202          	2020	A01	93.8	7
ORUC1000020X00001206          	2020	A01	100.0	7
ORUC1000020Y00001149          	2020	A01	97.4	7
ORUC1000020Y00001154          	2020	A01	51.5	7
ORUC1000020Y00001155          	2020	A01	33.9	
ORUC1000020Y00001160          	2020	A01	46.6	
ORUC1000020Y00001161          	2020	A01	53.4	7
ORUC1000020Y00001165          	2020	A01	18.5	
ORUC1000020Y00001166          	2020	A01	76.4	7
ORUC1000020Y00001167          	2020	A01	4.8	
ORUC1000020Y00001171          	2020	A01	39.8	
ORUC1000020Y00001172          	2020	A01	17.8	
ORUC1000020Y00001173          	2020	A01	42.4	7
ORUC1000020Y00001176          	2020	A01	79.8	7
ORUC1000020Y00001177          	2020	A01	20.2	
ORUC1000020Y00001181          	2020	A01	35.4	
ORUC1000020Y00001182          	2020	A01	46.1	7
ORUC1000020Y00001194          	2020	A01	99.7	7
ORUC1000020Y00001197          	2020	A01	75.9	7
ORUC1000020Y00001198          	2020	A01	24.1	
ORUC1000020Y00001206          	2020	A01	100.0	7
ORUC1000021C00001149          	2020	A01	97.4	7
ORUC1000021C00001154          	2020	A01	59.1	7
ORUC1000021C00001155          	2020	A01	26.0	
ORUC1000021C00001160          	2020	A01	70.7	7
ORUC1000021C00001161          	2020	A01	29.3	
ORUC1000021C00001166          	2020	A01	59.9	7
ORUC1000021C00001167          	2020	A01	8.4	
ORUC1000021C00001171          	2020	A01	48.5	7
ORUC1000021C00001172          	2020	A01	7.2	
ORUC1000021C00001173          	2020	A01	44.3	
ORUC1000021C00001181          	2020	A01	25.8	
ORUC1000021C00001182          	2020	A01	56.2	7
ORUC1000021C00001186          	2020	A01	93.1	7
ORUC1000021C00001187          	2020	A01	6.9	
ORUC1000021C00001194          	2020	A01	95.7	7
ORUC1000021C00001197          	2020	A01	42.5	
ORUC1000021C00001198          	2020	A01	57.5	7
ORUC1000021C00001206          	2020	A01	100.0	7
ORUC1000021J00001150          	2020	A01	100.0	7
ORUC1000021J00001156          	2020	A01	32.7	
ORUC1000021J00001157          	2020	A01	49.6	7
ORUC1000021J00001160          	2020	A01	32.3	
ORUC1000021J00001161          	2020	A01	67.7	7
ORUC1000021J00001166          	2020	A01	56.6	7
ORUC1000021J00001167          	2020	A01	42.9	
ORUC1000021J00001173          	2020	A01	65.2	7
ORUC1000021J00001180          	2020	A01	25.4	
ORUC1000021J00001181          	2020	A01	73.4	7
ORUC1000021J00001187          	2020	A01	100.0	7
ORUC1000021J00001190          	2020	A01	28.3	
ORUC1000021J00001192          	2020	A01	35.9	7
ORUC1000021K00001149          	2020	A01	99.8	7
ORUC1000021K00001173          	2020	A01	98.8	7
ORUC1000021K00001197          	2020	A01	100.0	7
ORUC1000021K00001206          	2020	A01	100.0	7
ORUC1000021L00001149          	2020	A01	98.9	7
ORUC1000021L00001173          	2020	A01	28.3	
ORUC1000021L00001176          	2020	A01	49.6	
ORUC1000021L00001177          	2020	A01	50.4	7
ORUC1000021L00001181          	2020	A01	16.6	
ORUC1000021L00001182          	2020	A01	39.4	
ORUC1000021L00001186          	2020	A01	70.5	7
ORUC1000021L00001187          	2020	A01	29.5	
ORUC1000021L00001194          	2020	A01	99.9	7
ORUC1000021L00001202          	2020	A01	100.0	7
ORUC1000021L00001206          	2020	A01	100.0	7
ORUC1000021O00001149          	2020	A01	99.5	7
ORUC1000021O00001156          	2020	A01	29.9	
ORUC1000021O00001166          	2020	A01	96.3	7
ORUC1000021O00001173          	2020	A01	60.4	7
ORUC1000021O00001176          	2020	A01	87.8	7
ORUC1000021O00001177          	2020	A01	12.2	
ORUC1000021O00001181          	2020	A01	74.7	7
ORUC1000021O00001194          	2020	A01	82.4	7
ORUC1000021O00001202          	2020	A01	100.0	7
ORUC1000021S00001149          	2020	A01	98.6	7
ORUC1000021S00001154          	2020	A01	77.0	7
ORUC1000021S00001166          	2020	A01	100.0	7
ORUC1000021S00001173          	2020	A01	70.8	7
ORUC1000021S00001181          	2020	A01	68.8	7
ORUC1000021S00001194          	2020	A01	99.6	7
ORUC1000021S00001197          	2020	A01	100.0	7
ORUC1000021S00001206          	2020	A01	100.0	7
ORUC1000021W00001149          	2020	A01	99.8	7
ORUC1000021W00001160          	2020	A01	93.6	7
ORUC1000021W00001166          	2020	A01	99.7	7
ORUC1000021W00001194          	2020	A01	100.0	7
ORUC1000021W00001206          	2020	A01	100.0	7
ORUC1000022F00001149          	2020	A01	97.4	7
ORUC1000022F00001157          	2020	A01	37.5	
ORUC1000022F00001166          	2020	A01	99.9	7
ORUC1000022F00001173          	2020	A01	81.2	7
ORUC1000022F00001176          	2020	A01	48.9	
ORUC1000022F00001177          	2020	A01	51.1	7
ORUC1000022F00001181          	2020	A01	53.0	7
ORUC1000022F00001186          	2020	A01	25.5	
ORUC1000022F00001187          	2020	A01	74.5	7
ORUC1000022F00001194          	2020	A01	63.3	7
ORUC1000022F00001202          	2020	A01	100.0	7
ORUC1000022F00001206          	2020	A01	100.0	7
ORUC1000022L00001150          	2020	A01	100.0	7
ORUC1000022L00001155          	2020	A01	31.1	
ORUC1000022L00001156          	2020	A01	46.0	7
ORUC1000022L00001160          	2020	A01	12.7	
ORUC1000022L00001161          	2020	A01	87.3	7
ORUC1000022L00001165          	2020	A01	8.1	
ORUC1000022L00001166          	2020	A01	77.0	7
ORUC1000022L00001167          	2020	A01	14.2	
ORUC1000022L00001171          	2020	A01	37.9	
ORUC1000022L00001172          	2020	A01	8.1	
ORUC1000022L00001173          	2020	A01	54.1	7
ORUC1000022L00001176          	2020	A01	78.7	7
ORUC1000022L00001177          	2020	A01	21.3	
ORUC1000022L00001180          	2020	A01	18.4	
ORUC1000022L00001181          	2020	A01	76.2	7
ORUC1000022L00001187          	2020	A01	100.0	7
ORUC1000022L00001190          	2020	A01	21.5	
ORUC1000022L00001191          	2020	A01	33.5	
ORUC1000022L00001192          	2020	A01	33.9	7
ORUC1000022L00001197          	2020	A01	78.6	7
ORUC1000022L00001198          	2020	A01	21.4	
ORUC1000022P00001149          	2020	A01	93.9	7
ORUC1000022P00001154          	2020	A01	46.7	7
ORUC1000022P00001155          	2020	A01	36.7	
ORUC1000022P00001160          	2020	A01	78.9	7
ORUC1000022P00001161          	2020	A01	21.1	
ORUC1000022P00001166          	2020	A01	79.8	7
ORUC1000022P00001171          	2020	A01	67.9	7
ORUC1000022P00001176          	2020	A01	79.6	7
ORUC1000022P00001177          	2020	A01	20.4	
ORUC1000022P00001181          	2020	A01	46.0	
ORUC1000022P00001182          	2020	A01	48.0	7
ORUC1000022P00001186          	2020	A01	61.1	7
ORUC1000022P00001187          	2020	A01	38.9	
ORUC1000022P00001192          	2020	A01	15.2	
ORUC1000022P00001194          	2020	A01	59.6	7
ORUC1000022P00001197          	2020	A01	38.7	
ORUC1000022P00001198          	2020	A01	61.3	7
ORUC1000022P00001202          	2020	A01	100.0	7
ORUC1000022P00001206          	2020	A01	100.0	7
ORUC1000022Q00001149          	2020	A01	99.6	7
ORUC1000022Q00001157          	2020	A01	31.9	
ORUC1000022Q00001160          	2020	A01	35.2	
ORUC1000022Q00001161          	2020	A01	64.8	7
ORUC1000022Q00001166          	2020	A01	82.2	7
ORUC1000022Q00001173          	2020	A01	53.4	7
ORUC1000022Q00001176          	2020	A01	46.1	
ORUC1000022Q00001177          	2020	A01	53.9	7
ORUC1000022Q00001180          	2020	A01	49.6	
ORUC1000022Q00001181          	2020	A01	50.2	7
ORUC1000022Q00001194          	2020	A01	79.2	7
ORUC1000022Q00001197          	2020	A01	100.0	7
ORUC1000022Q00001206          	2020	A01	100.0	7
ORUC1000022R00001149          	2020	A01	96.2	7
ORUC1000022R00001154          	2020	A01	43.0	7
ORUC1000022R00001155          	2020	A01	34.8	
ORUC1000022R00001157          	2020	A01	5.0	
ORUC1000022R00001160          	2020	A01	71.7	7
ORUC1000022R00001161          	2020	A01	28.3	
ORUC1000022R00001166          	2020	A01	96.6	7
ORUC1000022R00001171          	2020	A01	40.3	
ORUC1000022R00001172          	2020	A01	9.4	
ORUC1000022R00001173          	2020	A01	50.3	7
ORUC1000022R00001176          	2020	A01	26.8	
ORUC1000022R00001177          	2020	A01	73.2	7
ORUC1000022R00001180          	2020	A01	44.3	
ORUC1000022R00001181          	2020	A01	54.6	7
ORUC1000022R00001186          	2020	A01	33.9	
ORUC1000022R00001187          	2020	A01	66.1	7
ORUC1000022R00001194          	2020	A01	85.6	7
ORUC1000022R00001201          	2020	A01	23.1	
ORUC1000022R00001202          	2020	A01	76.9	7
ORUC1000022R00001206          	2020	A01	100.0	7
ORUC1000022S00001166          	2020	A01	91.7	7
ORUC1000022S00001173          	2020	A01	66.7	7
ORUC1000022S00001181          	2020	A01	74.5	7
ORUC1000022S00001187          	2020	A01	100.0	7
ORUC1000022S00001197          	2020	A01	100.0	7
ORUC1000022U00001150          	2020	A01	100.0	7
ORUC1000022U00001156          	2020	A01	32.4	
ORUC1000022U00001157          	2020	A01	32.9	7
ORUC1000022U00001160          	2020	A01	32.5	
ORUC1000022U00001161          	2020	A01	67.5	7
ORUC1000022U00001166          	2020	A01	88.3	7
ORUC1000022U00001167          	2020	A01	9.0	
ORUC1000022U00001173          	2020	A01	75.6	7
ORUC1000022U00001176          	2020	A01	69.1	7
ORUC1000022U00001177          	2020	A01	30.9	
ORUC1000022U00001180          	2020	A01	38.6	
ORUC1000022U00001181          	2020	A01	61.1	7
ORUC1000022U00001187          	2020	A01	100.0	7
ORUC1000022U00001190          	2020	A01	15.0	
ORUC1000022U00001191          	2020	A01	15.4	
ORUC1000022U00001192          	2020	A01	44.1	7
ORUC1000022U00001193          	2020	A01	6.9	
ORUC1000022U00001194          	2020	A01	18.6	
ORUC1000022U00001197          	2020	A01	100.0	7
ORUC1000022U00001206          	2020	A01	100.0	7
ORUC1000022V00001150          	2020	A01	100.0	7
ORUC1000022V00001157          	2020	A01	25.4	
ORUC1000022V00001160          	2020	A01	17.1	
ORUC1000022V00001161          	2020	A01	82.9	7
ORUC1000022V00001166          	2020	A01	54.6	7
ORUC1000022V00001167          	2020	A01	36.5	
ORUC1000022V00001171          	2020	A01	64.6	7
ORUC1000022V00001180          	2020	A01	33.5	
ORUC1000022V00001181          	2020	A01	47.7	7
ORUC1000022V00001187          	2020	A01	100.0	7
ORUC1000022V00001190          	2020	A01	25.8	
ORUC1000022V00001192          	2020	A01	27.6	
ORUC1000022V00001205          	2020	A01	12.6	
ORUC1000022V00001206          	2020	A01	87.4	7
ORUC1000022W00001149          	2020	A01	96.3	7
ORUC1000022W00001160          	2020	A01	92.8	7
ORUC1000022W00001161          	2020	A01	7.2	
ORUC1000022W00001166          	2020	A01	100.0	7
ORUC1000022W00001173          	2020	A01	85.8	7
ORUC1000022W00001180          	2020	A01	82.1	7
ORUC1000022W00001181          	2020	A01	17.9	
ORUC1000022W00001186          	2020	A01	87.7	7
ORUC1000022W00001187          	2020	A01	12.3	
ORUC1000022W00001194          	2020	A01	100.0	7
ORUC1000022W00001197          	2020	A01	100.0	7
ORUC1000022W00001206          	2020	A01	100.0	7
ORUC1000022Y00001149          	2020	A01	100.0	7
ORUC1000022Y00001154          	2020	A01	31.2	
ORUC1000022Y00001155          	2020	A01	44.2	7
ORUC1000022Y00001166          	2020	A01	99.7	7
ORUC1000022Y00001173          	2020	A01	87.1	7
ORUC1000022Y00001176          	2020	A01	34.2	
ORUC1000022Y00001177          	2020	A01	65.8	7
ORUC1000022Y00001180          	2020	A01	28.7	
ORUC1000022Y00001181          	2020	A01	71.3	7
ORUC1000022Y00001186          	2020	A01	47.8	
ORUC1000022Y00001187          	2020	A01	52.2	7
ORUC1000022Y00001194          	2020	A01	91.4	7
ORUC1000022Y00001197          	2020	A01	100.0	7
ORUC1000022Y00001206          	2020	A01	100.0	7
ORUC1000022Z00001149          	2020	A01	94.7	7
ORUC1000022Z00001154          	2020	A01	18.9	
ORUC1000022Z00001155          	2020	A01	57.9	7
ORUC1000022Z00001166          	2020	A01	99.9	7
ORUC1000022Z00001173          	2020	A01	69.6	7
ORUC1000022Z00001176          	2020	A01	56.3	7
ORUC1000022Z00001177          	2020	A01	43.7	
ORUC1000022Z00001181          	2020	A01	71.8	7
ORUC1000022Z00001194          	2020	A01	85.4	7
ORUC1000022Z00001202          	2020	A01	100.0	7
ORUC1000023B00001149          	2020	A01	98.3	7
ORUC1000023B00001150          	2020	A01	1.7	
ORUC1000023B00001154          	2020	A01	54.6	7
ORUC1000023B00001155          	2020	A01	22.6	
ORUC1000023B00001156          	2020	A01	17.5	
ORUC1000023B00001157          	2020	A01	5.2	
ORUC1000023B00001160          	2020	A01	86.4	7
ORUC1000023B00001161          	2020	A01	13.6	
ORUC1000023B00001166          	2020	A01	98.4	7
ORUC1000023B00001171          	2020	A01	8.6	
ORUC1000023B00001172          	2020	A01	6.9	
ORUC1000023B00001173          	2020	A01	84.5	7
ORUC1000023B00001176          	2020	A01	30.2	
ORUC1000023B00001177          	2020	A01	69.8	7
ORUC1000023B00001180          	2020	A01	40.8	
ORUC1000023B00001181          	2020	A01	58.2	7
ORUC1000023B00001186          	2020	A01	42.1	
ORUC1000023B00001187          	2020	A01	57.9	7
ORUC1000023B00001192          	2020	A01	3.8	
ORUC1000023B00001194          	2020	A01	93.6	7
ORUC1000023B00001197          	2020	A01	100.0	7
ORUC1000023C00001149          	2020	A01	99.8	7
ORUC1000023C00001160          	2020	A01	36.6	
ORUC1000023C00001161          	2020	A01	63.4	7
ORUC1000023C00001173          	2020	A01	44.2	
ORUC1000023C00001176          	2020	A01	100.0	7
ORUC1000023C00001187          	2020	A01	100.0	7
ORUC1000023D00001149          	2020	A01	90.9	7
ORUC1000023D00001157          	2020	A01	19.4	
ORUC1000023D00001160          	2020	A01	30.4	
ORUC1000023D00001161          	2020	A01	69.6	7
ORUC1000023D00001166          	2020	A01	52.7	7
ORUC1000023D00001167          	2020	A01	24.2	
ORUC1000023D00001173          	2020	A01	58.7	7
ORUC1000023D00001181          	2020	A01	69.2	7
ORUC1000023D00001191          	2020	A01	38.0	7
ORUC1000023D00001192          	2020	A01	21.3	
ORUC1000023D00001197          	2020	A01	100.0	7
ORUC1000023D00001202          	2020	A01	100.0	7
ORUC1000023D00001205          	2020	A01	25.6	
ORUC1000023D00001206          	2020	A01	74.4	7
ORUC1000023F00001149          	2020	A01	98.1	7
ORUC1000023F00001156          	2020	A01	43.7	7
ORUC1000023F00001157          	2020	A01	27.8	
ORUC1000023F00001160          	2020	A01	50.8	7
ORUC1000023F00001161          	2020	A01	49.2	
ORUC1000023F00001165          	2020	A01	23.4	
ORUC1000023F00001166          	2020	A01	49.0	7
ORUC1000023F00001167          	2020	A01	27.2	
ORUC1000023F00001173          	2020	A01	69.1	7
ORUC1000023F00001176          	2020	A01	84.7	7
ORUC1000023F00001177          	2020	A01	15.3	
ORUC1000023F00001180          	2020	A01	30.6	
ORUC1000023F00001181          	2020	A01	64.2	7
ORUC1000023F00001187          	2020	A01	100.0	7
ORUC1000023F00001190          	2020	A01	28.2	
ORUC1000023F00001192          	2020	A01	30.1	7
ORUC1000023F00001194          	2020	A01	23.5	
ORUC1000023F00001205          	2020	A01	36.7	
ORUC1000023F00001206          	2020	A01	63.3	7
ORUC1000023G00001149          	2020	A01	99.0	7
ORUC1000023G00001155          	2020	A01	28.2	
ORUC1000023G00001156          	2020	A01	39.8	7
ORUC1000023G00001160          	2020	A01	29.9	
ORUC1000023G00001161          	2020	A01	70.1	7
ORUC1000023G00001165          	2020	A01	16.7	
ORUC1000023G00001166          	2020	A01	56.3	7
ORUC1000023G00001167          	2020	A01	27.0	
ORUC1000023G00001171          	2020	A01	32.3	
ORUC1000023G00001172          	2020	A01	5.5	
ORUC1000023G00001173          	2020	A01	62.2	7
ORUC1000023G00001176          	2020	A01	87.8	7
ORUC1000023G00001177          	2020	A01	12.2	
ORUC1000023G00001180          	2020	A01	22.6	
ORUC1000023G00001181          	2020	A01	71.6	7
ORUC1000023G00001182          	2020	A01	5.8	
ORUC1000023G00001190          	2020	A01	14.1	
ORUC1000023G00001191          	2020	A01	15.0	
ORUC1000023G00001192          	2020	A01	26.6	
ORUC1000023G00001193          	2020	A01	5.9	
ORUC1000023G00001194          	2020	A01	38.3	7
ORUC1000023G00001205          	2020	A01	39.6	
ORUC1000023G00001206          	2020	A01	60.4	7
ORUC1000023K00001149          	2020	A01	85.8	7
